date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,cum_titles_home,cum_runner_up_home,cum_third_home,cum_titles_away,cum_runner_up_away,cum_third_away,tournament_score,elo_home,elo_away,elo_diff,home_last5_wins,home_last5_losses,home_last5_draws,away_last5_wins,away_last5_losses,away_last5_draws,h2h_home_wins,h2h_away_wins,h2h_draw,h2h_diff,result
1988-06-01,Norway,Republic of Ireland,0.0,0.0,Friendly,Oslo,Norway,False,1988,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1417.0518504333586,1499.941784229408,-82.88993379604949,0.0,3.0,2.0,1.0,2.0,2.0,1.0,6.0,3.0,-5.0,1.0
1988-07-07,Australia,Brazil,0.0,1.0,Friendly,Melbourne,Australia,False,1988,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1500.0,1670.741191091879,-170.74119109187905,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1988-07-10,Argentina,Brazil,0.0,0.0,Friendly,Melbourne,Australia,True,1988,2.0,1.0,0.0,3.0,1.0,2.0,1.0,1641.1440062342617,1677.9202437483848,-36.77623751412307,1.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,5.0,-3.0,1.0
1988-07-13,Brazil,Saudi Arabia,4.0,1.0,Friendly,Melbourne,Australia,True,1988,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1678.8735963667386,1500.0,178.87359636673864,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1988-07-17,Australia,Brazil,0.0,2.0,Friendly,Sydney,Australia,False,1988,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1492.8209473434943,1685.6177108176391,-192.79676347414488,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,-1.0,0.0
1988-07-28,Norway,Brazil,1.0,1.0,Friendly,Oslo,Norway,False,1988,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1417.4226824256784,1695.526402415351,-278.1037199896725,0.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
1988-08-03,Austria,Brazil,0.0,2.0,Friendly,Vienna,Austria,False,1988,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1557.9996756735,1690.1632353891857,-132.16355971568578,2.0,1.0,2.0,3.0,0.0,2.0,0.0,4.0,3.0,-4.0,0.0
1988-08-09,Norway,Bulgaria,1.0,1.0,Friendly,Oslo,Norway,False,1988,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1422.7858494518437,1520.6857966909308,-97.89994723908717,0.0,2.0,3.0,2.0,2.0,1.0,1.0,6.0,3.0,-5.0,1.0
1988-09-14,Norway,Scotland,1.0,2.0,FIFA World Cup qualification,Oslo,Norway,False,1988,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1423.5871528249766,1525.9131908653278,-102.32603804035125,0.0,1.0,4.0,2.0,3.0,0.0,1.0,6.0,1.0,-5.0,0.0
1988-09-28,France,Norway,1.0,0.0,FIFA World Cup qualification,Paris,France,False,1988,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1497.783316596068,1407.7107024139145,90.07261418215353,1.0,2.0,2.0,0.0,2.0,3.0,5.0,4.0,1.0,1.0,2.0
1988-10-12,Belgium,Brazil,1.0,2.0,Friendly,Antwerp,Belgium,False,1988,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1535.360882928709,1702.5076955409666,-167.14681261225746,3.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
1988-10-19,Italy,Norway,2.0,1.0,Friendly,Pescara,Italy,False,1988,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1601.7735565342005,1397.747528075746,204.02602845845445,1.0,3.0,1.0,0.0,2.0,3.0,4.0,1.0,1.0,3.0,2.0
1988-11-02,Cyprus,Norway,0.0,3.0,FIFA World Cup qualification,Limassol,Cyprus,False,1988,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1500.0,1394.324306169613,105.67569383038699,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1988-11-04,Czechoslovakia,Norway,3.0,2.0,Friendly,Bratislava,Czechoslovakia,False,1988,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1544.9214876061972,1439.2370159462514,105.68447165994576,0.0,3.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0
1989-02-22,Greece,Norway,4.0,2.0,Friendly,Athens,Greece,False,1989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1507.9696572391085,1433.9025882208336,74.06706901827488,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
1989-03-15,Brazil,Ecuador,1.0,0.0,Friendly,Cuiabá,Brazil,False,1989,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1709.7822453716183,1392.985979688923,316.7962656826953,4.0,0.0,1.0,0.0,4.0,1.0,9.0,0.0,1.0,9.0,2.0
1989-04-12,Brazil,Paraguay,2.0,0.0,Friendly,Teresina,Brazil,False,1989,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1711.7300255789696,1529.5818373867805,182.14818819218908,4.0,0.0,1.0,0.0,2.0,3.0,4.0,1.0,5.0,3.0,2.0
1989-05-02,Norway,Poland,0.0,3.0,Friendly,Oslo,Norway,False,1989,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1424.7889012157862,1538.0525045379593,-113.26360332217314,1.0,4.0,0.0,1.0,2.0,2.0,1.0,6.0,3.0,-5.0,0.0
1989-05-10,Brazil,Peru,4.0,1.0,Friendly,Fortaleza,Brazil,False,1989,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1717.4232348874991,1469.2864062281742,248.13682865932492,4.0,0.0,1.0,1.0,4.0,0.0,8.0,2.0,0.0,6.0,2.0
1989-05-21,Norway,Cyprus,3.0,1.0,FIFA World Cup qualification,Oslo,Norway,False,1989,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1409.4568539858874,1455.0872902233616,-45.630436237474214,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0
1989-05-24,Peru,Brazil,1.0,1.0,Friendly,Lima,Peru,False,1989,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1464.4536627386062,1722.255978377067,-257.80231563846087,1.0,4.0,0.0,5.0,0.0,0.0,2.0,8.0,0.0,-6.0,1.0
1989-05-31,Norway,Austria,4.0,1.0,Friendly,Oslo,Norway,False,1989,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1433.8686598861198,1545.6552155217191,-111.78655563559937,2.0,3.0,0.0,2.0,2.0,1.0,0.0,7.0,0.0,-7.0,2.0
1989-06-08,Brazil,Portugal,4.0,0.0,Friendly,Rio de Janeiro,Brazil,False,1989,3.0,1.0,2.0,0.0,0.0,1.0,1.0,1717.3220234300857,1547.5358524519836,169.78617097810206,4.0,0.0,1.0,2.0,3.0,0.0,7.0,2.0,1.0,5.0,2.0
1989-06-14,Norway,Yugoslavia,1.0,2.0,FIFA World Cup qualification,Oslo,Norway,False,1989,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1453.4633187878637,1526.8741929137934,-73.4108741259297,2.0,3.0,0.0,1.0,2.0,2.0,2.0,6.0,2.0,-4.0,0.0
1989-06-16,Brazil,Sweden,1.0,2.0,Friendly,Copenhagen,Denmark,True,1989,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1724.8579329071601,1557.5207951534371,167.33713775372303,4.0,0.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,4.0,0.0
1989-06-18,Denmark,Brazil,4.0,0.0,Friendly,Copenhagen,Denmark,False,1989,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1564.9204463765439,1708.9225501487263,-144.0021037721824,3.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,-1.0,2.0
1989-06-21,Switzerland,Brazil,1.0,0.0,Friendly,Basel,Switzerland,False,1989,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1456.0248791547774,1686.2382077881764,-230.213328633399,1.0,1.0,3.0,2.0,2.0,1.0,0.0,2.0,3.0,-2.0,2.0
1989-07-01,Brazil,Venezuela,3.0,1.0,Copa América,Salvador,Brazil,False,1989,3.0,1.0,2.0,0.0,0.0,0.0,5.0,1671.9281519718693,1420.3361978190292,251.59195415284012,1.0,3.0,1.0,0.0,5.0,0.0,7.0,0.0,0.0,7.0,2.0
1989-07-03,Brazil,Peru,0.0,0.0,Copa América,Salvador,Brazil,False,1989,3.0,1.0,2.0,0.0,0.0,0.0,5.0,1680.0718499327943,1469.3876176855877,210.68423224720664,2.0,3.0,0.0,1.0,3.0,1.0,7.0,2.0,1.0,5.0,1.0
1989-07-07,Brazil,Colombia,0.0,0.0,Copa América,Salvador,Brazil,False,1989,3.0,1.0,2.0,0.0,0.0,0.0,5.0,1666.7035324697713,1448.480929264476,218.2226032052954,1.0,3.0,1.0,1.0,2.0,2.0,7.0,1.0,2.0,6.0,1.0
1989-07-09,Brazil,Paraguay,2.0,0.0,Copa América,Recife,Brazil,False,1989,3.0,1.0,2.0,0.0,0.0,0.0,5.0,1653.0986171229422,1523.888628078251,129.20998904469116,1.0,2.0,2.0,0.0,2.0,3.0,5.0,1.0,4.0,4.0,2.0
1989-07-12,Brazil,Argentina,2.0,0.0,Copa América,Rio de Janeiro,Brazil,False,1989,3.0,1.0,2.0,2.0,1.0,0.0,5.0,1667.5636659159013,1640.1906536159079,27.373012299993434,2.0,1.0,2.0,0.0,2.0,3.0,3.0,1.0,6.0,2.0,2.0
1989-07-14,Brazil,Paraguay,3.0,0.0,Copa América,Rio de Janeiro,Brazil,False,1989,3.0,1.0,2.0,0.0,0.0,0.0,5.0,1689.3692377934465,1509.423579285292,179.94565850815457,3.0,0.0,2.0,0.0,3.0,2.0,5.0,1.0,4.0,4.0,2.0
1989-07-16,Brazil,Uruguay,1.0,0.0,Copa América,Rio de Janeiro,Brazil,False,1989,3.0,1.0,2.0,2.0,0.0,0.0,5.0,1702.7903937733254,1612.7925031088478,89.99789066447761,3.0,0.0,2.0,2.0,2.0,1.0,7.0,2.0,1.0,5.0,2.0
1989-07-23,Brazil,Japan,1.0,0.0,Friendly,Rio de Janeiro,Brazil,False,1989,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1714.180382650778,1500.0,214.18038265077803,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1989-07-30,Venezuela,Brazil,0.0,4.0,FIFA World Cup qualification,Caracas,Venezuela,False,1989,0.0,0.0,0.0,3.0,1.0,2.0,4.0,1412.1924998581042,1717.4409286507566,-305.2484287926525,0.0,5.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,-8.0,0.0
1989-08-13,Chile,Brazil,1.0,1.0,FIFA World Cup qualification,Santiago,Chile,False,1989,0.0,0.0,1.0,3.0,1.0,2.0,4.0,1473.4249889870525,1730.906178850849,-257.48118986379654,2.0,2.0,1.0,5.0,0.0,0.0,2.0,5.0,3.0,-3.0,1.0
1989-08-20,Brazil,Venezuela,6.0,0.0,FIFA World Cup qualification,São Paulo,Brazil,False,1989,3.0,1.0,2.0,0.0,0.0,0.0,4.0,1722.2840004941659,1398.7272496580117,323.55675083615415,4.0,0.0,1.0,0.0,5.0,0.0,9.0,0.0,0.0,9.0,2.0
1989-08-23,Norway,Greece,0.0,0.0,Friendly,Oslo,Norway,False,1989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1436.13511575436,1517.083344244156,-80.94822848979607,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,1.0
1989-09-03,Brazil,Chile,1.0,0.0,FIFA World Cup qualification,Rio de Janeiro,Brazil,False,1989,3.0,1.0,2.0,0.0,0.0,1.0,4.0,1729.2768326174848,1482.0471673437357,247.2296652737491,4.0,0.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0
1989-09-05,Norway,France,1.0,1.0,FIFA World Cup qualification,Oslo,Norway,False,1989,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1436.4501268414674,1507.7464909342366,-71.29636409276918,2.0,2.0,1.0,1.0,2.0,2.0,3.0,6.0,1.0,-3.0,1.0
1989-10-11,Yugoslavia,Norway,1.0,0.0,FIFA World Cup qualification,Sarajevo,Yugoslavia,False,1989,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1544.2023959472972,1436.5154231648394,107.68697278245781,2.0,2.0,1.0,2.0,1.0,2.0,6.0,2.0,2.0,4.0,2.0
1989-10-14,Italy,Brazil,0.0,1.0,Friendly,Bologna,Italy,False,1989,3.0,1.0,0.0,3.0,1.0,2.0,1.0,1605.1967784403334,1734.1313694232294,-128.934590982896,2.0,2.0,1.0,4.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0
1989-10-25,Kuwait,Norway,2.0,2.0,Friendly,Kuwait City,Kuwait,False,1989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1504.8249168307236,1427.2588705782573,77.56604625246632,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0
1989-11-14,Brazil,Yugoslavia,0.0,0.0,Friendly,João Pessoa,Brazil,False,1989,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1742.451179664762,1553.4589485338793,188.99223113088283,4.0,0.0,1.0,3.0,1.0,1.0,5.0,0.0,5.0,5.0,1.0
1989-11-15,Scotland,Norway,1.0,1.0,FIFA World Cup qualification,Glasgow,Scotland,False,1989,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1541.7896412763898,1431.2679411140655,110.52170016232435,3.0,2.0,0.0,0.0,2.0,3.0,7.0,1.0,1.0,6.0,1.0
1989-12-20,Netherlands,Brazil,0.0,1.0,Friendly,Rotterdam,Netherlands,False,1989,0.0,2.0,0.0,3.0,1.0,2.0,1.0,1557.4798484229289,1736.1269759049126,-178.64712748198372,4.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
1990-02-04,South Korea,Norway,2.0,3.0,Malta International Tournament,Attard,Malta,True,1990,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500.0,1439.6220609434781,60.37793905652188,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
1990-02-07,Malta,Norway,1.0,1.0,Malta International Tournament,Attard,Malta,False,1990,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1466.5288034424611,1453.2078822944236,13.320921148037542,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,-1.0,1.0
1990-03-27,Northern Ireland,Norway,2.0,3.0,Friendly,Belfast,Northern Ireland,False,1990,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1455.9854568029775,1455.5611101526797,0.4243466502978208,1.0,3.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,-1.0,0.0
1990-03-28,England,Brazil,1.0,0.0,Friendly,London,England,False,1990,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1568.9945998264998,1743.0979569014628,-174.10335707496301,2.0,2.0,1.0,4.0,0.0,1.0,1.0,5.0,4.0,-4.0,2.0
1990-05-05,Brazil,Bulgaria,2.0,1.0,Friendly,Campinas,Brazil,False,1990,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1730.1881846756041,1519.884493317798,210.3036913578062,3.0,1.0,1.0,2.0,1.0,2.0,6.0,0.0,0.0,6.0,2.0
1990-05-13,Brazil,German DR,3.0,3.0,Friendly,Rio de Janeiro,Brazil,False,1990,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1733.5100897175564,1524.618476436049,208.8916132815075,3.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0
1990-06-06,Norway,Denmark,1.0,2.0,Friendly,Trondheim,Norway,False,1990,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1467.5607742407797,1587.6047887370937,-120.04401449631405,2.0,0.0,3.0,3.0,2.0,0.0,2.0,7.0,1.0,-5.0,0.0
1990-06-10,Brazil,Sweden,2.0,1.0,FIFA World Cup,Turin,Italy,True,1990,3.0,1.0,2.0,0.0,1.0,1.0,5.0,1726.8545733081426,1573.456177911871,153.39839539627155,2.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0
1990-06-16,Brazil,Costa Rica,1.0,0.0,FIFA World Cup,Turin,Italy,True,1990,3.0,1.0,2.0,0.0,0.0,0.0,5.0,1735.515903105881,1497.692691585437,237.82321152044415,3.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0
1990-06-20,Brazil,Scotland,1.0,0.0,FIFA World Cup,Turin,Italy,True,1990,3.0,1.0,2.0,0.0,0.0,0.0,5.0,1741.3277894216365,1533.4355214469772,207.89226797465926,3.0,1.0,1.0,2.0,2.0,1.0,5.0,0.0,2.0,5.0,2.0
1990-06-24,Brazil,Argentina,0.0,1.0,FIFA World Cup,Turin,Italy,True,1990,3.0,1.0,2.0,2.0,1.0,0.0,5.0,1748.0488628421197,1618.3850817383627,129.66378110375695,4.0,0.0,1.0,0.0,3.0,2.0,4.0,1.0,5.0,3.0,0.0
1990-08-22,Norway,Sweden,1.0,2.0,Friendly,Stavanger,Norway,False,1990,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1458.9912775266382,1564.7948481141325,-105.80357058749428,2.0,1.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,-1.0,0.0
1990-09-12,Russia,Norway,2.0,0.0,UEFA Euro qualification,Moscow,Soviet Union,False,1990,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1560.9996155294662,1450.018154722123,110.98146080734318,3.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,3.0,4.0,2.0
1990-09-12,Spain,Brazil,3.0,0.0,Friendly,Gijón,Spain,False,1990,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1521.539119277452,1717.6731239709457,-196.13400469349358,1.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,-3.0,2.0
1990-10-10,Norway,Hungary,0.0,0.0,UEFA Euro qualification,Bergen,Norway,False,1990,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1436.3261379628793,1657.2633839602033,-220.937245997324,1.0,3.0,1.0,3.0,0.0,2.0,1.0,7.0,2.0,-6.0,1.0
1990-10-31,Norway,Cameroon,6.0,1.0,Friendly,Oslo,Norway,False,1990,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1443.4839668414263,1500.0,-56.51603315857369,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1990-11-07,Tunisia,Norway,1.0,3.0,Friendly,Bizerte,Tunisia,False,1990,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1493.246730438284,1462.7081567882872,30.538573649996806,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1990-11-08,Brazil,Chile,0.0,0.0,Friendly,Belém,Brazil,False,1990,3.0,1.0,2.0,0.0,0.0,1.0,1.0,1694.0850238144255,1477.1926305379911,216.8923932764344,3.0,2.0,0.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0
1990-11-14,Cyprus,Norway,0.0,3.0,UEFA Euro qualification,Nicosia,Cyprus,False,1990,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1430.6754843231292,1481.931524900911,-51.25604057778173,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,-2.0,0.0
1990-12-12,Mexico,Brazil,0.0,0.0,Friendly,Los Angeles,United States,True,1990,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1492.2346347040773,1687.3031897864614,-195.06855508238414,1.0,3.0,1.0,2.0,2.0,1.0,2.0,7.0,1.0,-5.0,1.0
1991-02-27,Brazil,Paraguay,1.0,1.0,Friendly,Campo Grande,Brazil,False,1991,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1683.8512587475127,1496.002423305413,187.8488354420997,1.0,2.0,2.0,0.0,4.0,1.0,6.0,0.0,4.0,6.0,1.0
1991-03-27,Argentina,Brazil,3.0,3.0,Friendly,Buenos Aires,Argentina,False,1991,2.0,2.0,0.0,3.0,1.0,2.0,1.0,1648.7608206095367,1677.5468433084702,-28.786022698933493,1.0,3.0,1.0,0.0,2.0,3.0,2.0,3.0,5.0,-1.0,1.0
1991-04-17,Austria,Norway,0.0,0.0,Friendly,Vienna,Austria,False,1991,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1526.0605566199752,1514.2071257952828,11.853430824692396,2.0,3.0,0.0,3.0,1.0,1.0,7.0,1.0,0.0,6.0,1.0
1991-05-01,Norway,Cyprus,3.0,0.0,UEFA Euro qualification,Oslo,Norway,False,1991,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1516.5204154205512,1398.3998834287574,118.12053199179377,3.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,2.0
1991-05-23,Norway,Romania,1.0,0.0,Friendly,Oslo,Norway,False,1991,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1532.0139668728743,1520.6848147974783,11.329152075395996,4.0,0.0,1.0,2.0,0.0,3.0,0.0,4.0,3.0,-4.0,2.0
1991-05-28,Brazil,Bulgaria,3.0,0.0,Friendly,Uberlândia,Brazil,False,1991,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1678.7275440411474,1516.5625882758457,162.16495576530178,0.0,1.0,4.0,1.0,2.0,2.0,7.0,0.0,0.0,7.0,2.0
1991-06-05,Norway,Italy,2.0,1.0,UEFA Euro qualification,Oslo,Norway,False,1991,0.0,0.0,0.0,3.0,1.0,1.0,4.0,1539.7149646694177,1596.8769681988008,-57.16200352938313,4.0,0.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,-4.0,2.0
1991-06-27,Brazil,Argentina,1.0,1.0,Friendly,Curitiba,Brazil,False,1991,3.0,1.0,2.0,2.0,2.0,0.0,1.0,1686.010856428762,1647.5801198768595,38.430736551902555,1.0,0.0,4.0,1.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0
1991-07-09,Bolivia,Brazil,1.0,2.0,Copa América,Viña del Mar,Chile,True,1991,0.0,0.0,0.0,3.0,1.0,2.0,5.0,1411.7749961530574,1682.987495286065,-271.21249913300767,0.0,4.0,1.0,1.0,0.0,4.0,2.0,7.0,1.0,-5.0,0.0
1991-07-11,Brazil,Uruguay,1.0,1.0,Copa América,Viña del Mar,Chile,True,1991,3.0,1.0,2.0,2.0,0.0,0.0,5.0,1692.5467499903023,1601.4025142313951,91.14423575890714,2.0,0.0,3.0,1.0,3.0,1.0,7.0,2.0,1.0,5.0,1.0
1991-07-13,Brazil,Colombia,0.0,2.0,Copa América,Viña del Mar,Chile,True,1991,3.0,1.0,2.0,0.0,0.0,0.0,5.0,1683.8830561621994,1462.085844611305,221.79721155089442,2.0,0.0,3.0,1.0,2.0,2.0,6.0,1.0,3.0,5.0,0.0
1991-07-15,Brazil,Ecuador,3.0,1.0,Copa América,Viña del Mar,Chile,True,1991,3.0,1.0,2.0,0.0,0.0,0.0,5.0,1633.311010903842,1391.0381994815716,242.27281142227048,2.0,1.0,2.0,0.0,5.0,0.0,9.0,0.0,1.0,9.0,2.0
1991-07-17,Argentina,Brazil,3.0,2.0,Copa América,Santiago,Chile,True,1991,2.0,2.0,0.0,3.0,1.0,2.0,5.0,1650.6034810195565,1641.8397154608558,8.763765558700698,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,5.0,-1.0,2.0
1991-07-19,Brazil,Colombia,2.0,0.0,Copa América,Santiago,Chile,True,1991,3.0,1.0,2.0,0.0,0.0,0.0,5.0,1626.297614319871,1512.6578898696623,113.63972445020863,2.0,2.0,1.0,2.0,1.0,2.0,5.0,2.0,3.0,3.0,2.0
1991-07-21,Chile,Brazil,0.0,2.0,Copa América,Santiago,Chile,False,1991,0.0,0.0,1.0,3.0,1.0,2.0,5.0,1483.9744645659553,1641.7692817500613,-157.79481718410602,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,-2.0,0.0
1991-08-08,Norway,Sweden,1.0,2.0,Friendly,Oslo,Norway,False,1991,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1556.5686211335312,1573.7679709186477,-17.19934978511651,4.0,0.0,1.0,3.0,1.0,1.0,4.0,5.0,1.0,-1.0,0.0
1991-08-28,Norway,Russia,0.0,1.0,UEFA Euro qualification,Oslo,Norway,False,1991,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1545.060488845306,1574.6916322887098,-29.631143443403744,3.0,1.0,1.0,4.0,0.0,1.0,1.0,6.0,3.0,-5.0,0.0
1991-09-11,Wales,Brazil,1.0,0.0,Friendly,Cardiff,Wales,False,1991,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1459.9352208629612,1664.3458058835247,-204.41058502056353,0.0,2.0,3.0,3.0,2.0,0.0,0.0,5.0,1.0,-5.0,2.0
1991-09-25,Norway,Czechoslovakia,2.0,3.0,Friendly,Oslo,Norway,False,1991,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1525.5362490469404,1550.255915331615,-24.71966628467453,3.0,2.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,-3.0,0.0
1991-10-30,Brazil,Yugoslavia,3.0,1.0,Friendly,Varginha,Brazil,False,1991,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1650.659263647084,1559.7831522937288,90.8761113533551,3.0,2.0,0.0,2.0,1.0,2.0,4.0,0.0,6.0,4.0,2.0
1991-10-30,Hungary,Norway,0.0,0.0,UEFA Euro qualification,Szombathely,Hungary,False,1991,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1650.1055550816563,1514.2403052719387,135.86524980971762,2.0,0.0,3.0,2.0,3.0,0.0,6.0,1.0,3.0,5.0,1.0
1991-11-13,Italy,Norway,1.0,1.0,UEFA Euro qualification,Genoa,Italy,False,1991,3.0,1.0,1.0,0.0,0.0,0.0,4.0,1580.0233117346872,1523.5452513803498,56.47806035433746,1.0,3.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,3.0,1.0
1991-12-18,Brazil,Czechoslovakia,2.0,1.0,Friendly,Goiânia,Brazil,False,1991,3.0,1.0,2.0,0.0,2.0,0.0,1.0,1659.1709000814433,1561.5518591066166,97.6190409748267,3.0,2.0,0.0,2.0,2.0,1.0,6.0,1.0,3.0,5.0,2.0
1992-01-07,Egypt,Norway,0.0,0.0,Friendly,Cairo,Egypt,False,1992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1417.1283273774561,1529.6485786488563,-112.52025127140018,0.0,5.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,-3.0,1.0
1992-02-04,Bermuda,Norway,1.0,3.0,Friendly,Hamilton,Bermuda,False,1992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1478.5393514001337,1528.4308210844779,-49.8914696843442,0.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,-1.0,0.0
1992-02-26,Brazil,United States,3.0,0.0,Friendly,Fortaleza,Brazil,False,1992,3.0,1.0,2.0,0.0,0.0,1.0,1.0,1664.688893131308,1463.9282208233149,200.76067230799322,4.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0
1992-04-15,Brazil,Finland,3.0,1.0,Friendly,Cuiabá,Brazil,False,1992,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1670.7734409367097,1254.9901884408482,415.78325249586146,4.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0
1992-04-29,Denmark,Norway,1.0,0.0,Friendly,Aarhus,Denmark,False,1992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1596.1742854512352,1544.2980080551183,51.87627739611685,4.0,1.0,0.0,1.0,1.0,3.0,8.0,2.0,0.0,6.0,2.0
