date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,cum_titles_home,cum_runner_up_home,cum_third_home,cum_titles_away,cum_runner_up_away,cum_third_away,tournament_score,elo_home,elo_away,elo_diff,home_last5_wins,home_last5_losses,home_last5_draws,away_last5_wins,away_last5_losses,away_last5_draws,h2h_home_wins,h2h_away_wins,h2h_draw,h2h_diff,result
1963-03-14,Brazil,Colombia,5.0,1.0,Copa América,La Paz,Bolivia,True,1963,2.0,1.0,1.0,0.0,0.0,0.0,5.0,1801.9950350124798,1449.158972917893,352.83606209458685,4.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,2.0
1963-03-17,Brazil,Paraguay,0.0,2.0,Copa América,La Paz,Bolivia,True,1963,2.0,1.0,1.0,0.0,0.0,0.0,5.0,1808.0410499421166,1442.4438037659768,365.59724617613983,4.0,0.0,1.0,0.0,4.0,1.0,8.0,0.0,2.0,8.0,0.0
1963-03-24,Argentina,Brazil,3.0,0.0,Copa América,La Paz,Bolivia,True,1963,0.0,1.0,0.0,2.0,1.0,1.0,5.0,1673.757916672163,1752.5610971188603,-78.8031804466973,2.0,3.0,0.0,3.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0
1963-03-27,Brazil,Ecuador,2.0,2.0,Copa América,Cochabamba,Bolivia,True,1963,2.0,1.0,1.0,0.0,0.0,0.0,5.0,1716.6744711938054,1399.7279856811376,316.9464855126678,2.0,2.0,1.0,0.0,5.0,0.0,7.0,0.0,0.0,7.0,1.0
1963-03-31,Bolivia,Brazil,5.0,4.0,Copa América,Cochabamba,Bolivia,False,1963,0.0,0.0,0.0,2.0,1.0,1.0,5.0,1369.6359864475219,1700.5669921072792,-330.9310056597574,0.0,5.0,0.0,2.0,2.0,1.0,0.0,6.0,0.0,-6.0,2.0
1963-04-13,Brazil,Argentina,2.0,3.0,Copa Roca,São Paulo,Brazil,False,1963,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1667.8518529174223,1709.6445425972179,-41.79268967979556,1.0,3.0,1.0,2.0,3.0,0.0,4.0,5.0,1.0,-1.0,0.0
1963-04-16,Brazil,Argentina,5.0,2.0,Copa Roca,Rio de Janeiro,Brazil,False,1963,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1657.0417603520332,1720.454635162607,-63.41287481057384,0.0,4.0,1.0,3.0,2.0,0.0,4.0,5.0,1.0,-1.0,2.0
1963-04-21,Portugal,Brazil,1.0,0.0,Friendly,Lisbon,Portugal,False,1963,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1477.0031684158262,1674.2100128695554,-197.20684445372922,0.0,5.0,0.0,1.0,3.0,1.0,0.0,5.0,0.0,-5.0,2.0
1963-04-24,Belgium,Brazil,5.0,1.0,Friendly,Brussels,Belgium,False,1963,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1500.0,1660.7039861101346,-160.70398611013457,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0
1963-04-28,France,Brazil,2.0,3.0,Friendly,Colombes,France,False,1963,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1443.5743338639447,1637.1672364206993,-193.59290255675455,0.0,4.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,-2.0,0.0
1963-05-02,Netherlands,Brazil,1.0,0.0,Friendly,Amsterdam,Netherlands,False,1963,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1467.024700390642,1643.7527718077883,-176.72807141714634,2.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
1963-05-05,Germany,Brazil,1.0,2.0,Friendly,Hamburg,Germany,False,1963,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1606.4640745529778,1630.7740034646,-24.309928911622137,4.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-08,England,Brazil,1.0,1.0,Friendly,London,England,False,1963,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1565.6109685474164,1642.081540588857,-76.47057204144062,2.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,-1.0,1.0
1963-05-12,Italy,Brazil,3.0,0.0,Friendly,Milan,Italy,False,1963,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1573.6642184767165,1641.8953240837739,-68.23110560705732,4.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0
1963-05-15,Norway,Poland,2.0,5.0,Friendly,Oslo,Norway,False,1963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1375.6365696859525,1488.3464138493048,-112.70984416335227,4.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,-1.0,0.0
1963-05-17,Egypt,Brazil,0.0,1.0,Friendly,Cairo,Egypt,False,1963,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1464.9918955170813,1624.4844208421368,-159.49252532505557,0.0,3.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,-3.0,0.0
1963-05-19,Israel,Brazil,0.0,5.0,Friendly,Ramat Gan,Israel,False,1963,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1500.0,1631.9641126757742,-131.96411267577423,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1963-06-04,Norway,Scotland,4.0,3.0,Friendly,Bergen,Norway,False,1963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1360.2770527967702,1524.0004958259126,-163.72344302914235,3.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,-2.0,2.0
1963-06-27,Finland,Norway,2.0,0.0,Nordic Championship,Helsinki,Finland,False,1963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1248.584324974915,1372.91104689898,-124.32672192406494,1.0,4.0,0.0,3.0,1.0,1.0,1.0,8.0,1.0,-7.0,2.0
1963-08-14,Sweden,Norway,0.0,0.0,Nordic Championship,Gothenburg,Sweden,False,1963,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1528.7138038411708,1355.5845042405012,173.12929960066958,2.0,2.0,1.0,2.0,2.0,1.0,5.0,3.0,2.0,2.0,1.0
1963-09-04,Poland,Norway,9.0,0.0,Friendly,Szczecin,Poland,False,1963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1503.705930738487,1361.6268004853405,142.07913025314656,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0
1963-09-15,Norway,Denmark,0.0,4.0,Nordic Championship,Oslo,Norway,False,1963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1350.2372409229229,1517.4581365190643,-167.22089559614142,1.0,3.0,1.0,3.0,2.0,0.0,4.0,4.0,2.0,0.0,0.0
1963-11-03,Switzerland,Norway,0.0,2.0,Friendly,Zürich,Switzerland,False,1963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1527.4540925952015,1336.6011608233266,190.85293177187486,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0
1963-11-07,Scotland,Norway,6.0,1.0,Friendly,Glasgow,Scotland,False,1963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1511.3665017237029,1361.1355066092883,150.23099511441455,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0
1964-05-13,Norway,Republic of Ireland,1.0,4.0,Friendly,Oslo,Norway,False,1964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1352.3498106715126,1517.5971798637454,-165.24736919223278,1.0,3.0,1.0,4.0,0.0,1.0,1.0,4.0,2.0,-3.0,0.0
1964-05-30,Brazil,England,5.0,1.0,Friendly,Rio de Janeiro,Brazil,False,1964,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1648.4345152643011,1565.7971850524996,82.63733021180155,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0
1964-06-03,Brazil,Argentina,0.0,3.0,Friendly,São Paulo,Brazil,False,1964,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1659.4391670697134,1703.2863826450848,-43.847215575371365,3.0,1.0,1.0,2.0,3.0,0.0,4.0,5.0,1.0,-1.0,0.0
1964-06-07,Brazil,Portugal,4.0,1.0,Friendly,Rio de Janeiro,Brazil,False,1964,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1640.624358550587,1490.509195175247,150.11516337534,3.0,2.0,0.0,1.0,4.0,0.0,5.0,1.0,0.0,4.0,2.0
1964-07-01,Norway,Switzerland,3.0,2.0,Friendly,Bergen,Norway,False,1964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1339.5306507095772,1502.9197468092398,-163.38909609966254,1.0,4.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0
1964-08-20,Norway,Finland,2.0,0.0,Nordic Championship,Trondheim,Norway,False,1964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1352.1556869215576,1265.9108676333938,86.24481928816385,2.0,3.0,0.0,2.0,3.0,0.0,7.0,2.0,1.0,5.0,2.0
1964-09-20,Norway,Sweden,1.0,1.0,Nordic Championship,Oslo,Norway,False,1964,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1360.830793529078,1522.6715075963316,-161.84071406725366,3.0,2.0,0.0,2.0,1.0,2.0,2.0,5.0,3.0,-3.0,1.0
1964-10-11,Denmark,Norway,2.0,0.0,Nordic Championship,Copenhagen,Denmark,False,1964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1531.0942166186605,1363.4142863600996,167.67993025856094,4.0,1.0,0.0,2.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0
1964-11-08,Luxembourg,Norway,0.0,2.0,FIFA World Cup qualification,Luxembourg,Luxembourg,False,1964,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1495.3409042262301,1357.326940730069,138.01396349616107,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
1964-11-11,France,Norway,1.0,0.0,FIFA World Cup qualification,Paris,France,False,1964,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1436.9887984768557,1397.6504226595725,39.33837581728312,0.0,5.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,-2.0,2.0
1965-05-19,Norway,Thailand,7.0,0.0,Friendly,Bergen,Norway,False,1965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1385.4828098568566,1500.0,-114.51719014314335,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1965-05-27,Norway,Luxembourg,4.0,2.0,FIFA World Cup qualification,Trondheim,Norway,False,1965,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1410.8500782750011,1455.0174222967266,-44.16734402172551,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
1965-06-02,Brazil,Belgium,5.0,0.0,Friendly,Rio de Janeiro,Brazil,False,1965,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1648.3158432546581,1523.5367496894353,124.77909356522287,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,2.0
1965-06-06,Brazil,Germany,2.0,0.0,Friendly,Rio de Janeiro,Brazil,False,1965,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1658.1471076353462,1595.1565374287206,62.990570206625534,4.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0
1965-06-09,Brazil,Argentina,0.0,0.0,Friendly,Rio de Janeiro,Brazil,False,1965,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1667.6703489115114,1722.1011911642113,-54.430842252699904,4.0,1.0,0.0,3.0,2.0,0.0,4.0,6.0,0.0,-2.0,1.0
1965-06-16,Norway,Yugoslavia,3.0,0.0,FIFA World Cup qualification,Oslo,Norway,False,1965,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1435.1519174725706,1573.378546800259,-138.22662932768844,3.0,2.0,0.0,3.0,1.0,1.0,0.0,4.0,0.0,-4.0,2.0
1965-06-17,Algeria,Brazil,0.0,3.0,Friendly,Oran,Algeria,False,1965,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1500.0,1667.2225322406503,-167.22253224065025,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1965-06-24,Portugal,Brazil,0.0,0.0,Friendly,Porto,Portugal,False,1965,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1482.8177104711758,1679.9494640297776,-197.13175355860176,1.0,4.0,0.0,4.0,0.0,1.0,1.0,6.0,0.0,-5.0,1.0
1965-06-30,Sweden,Brazil,1.0,2.0,Friendly,Solna,Sweden,False,1965,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1520.08801476531,1676.445333033113,-156.35731826780307,1.0,1.0,3.0,3.0,0.0,2.0,0.0,3.0,0.0,-3.0,0.0
1965-07-04,Russia,Brazil,0.0,3.0,Friendly,Moscow,Soviet Union,False,1965,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1513.7428384142906,1684.0097217978357,-170.26688338354506,2.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,-1.0,0.0
1965-08-08,Finland,Norway,4.0,0.0,Nordic Championship,Helsinki,Finland,False,1965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1257.2357610258734,1471.7146822468808,-214.47892122100734,2.0,3.0,0.0,4.0,1.0,0.0,2.0,7.0,1.0,-5.0,2.0
1965-09-07,Brazil,Uruguay,3.0,0.0,Friendly,Belo Horizonte,Brazil,False,1965,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1696.5950616935968,1639.7988234844374,56.796238209159355,3.0,0.0,2.0,3.0,2.0,0.0,5.0,4.0,1.0,1.0,2.0
1965-09-15,Norway,France,0.0,1.0,FIFA World Cup qualification,Oslo,Norway,False,1965,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1445.5879961230953,1449.1564112795716,-3.5684151564762487,3.0,2.0,0.0,1.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0
1965-09-26,Norway,Denmark,2.0,2.0,Nordic Championship,Oslo,Norway,False,1965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1424.782089985576,1537.181562248691,-112.39947226311506,3.0,2.0,0.0,5.0,0.0,0.0,3.0,6.0,1.0,-3.0,1.0
1965-10-31,Sweden,Norway,0.0,0.0,Nordic Championship,Solna,Sweden,False,1965,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1512.5236260005872,1425.9964226570128,86.52720334357446,0.0,2.0,3.0,2.0,2.0,1.0,5.0,2.0,3.0,3.0,1.0
1965-11-07,Yugoslavia,Norway,1.0,1.0,FIFA World Cup qualification,Belgrade,Yugoslavia,False,1965,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1536.815782025949,1430.219698554614,106.59608347133485,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
1965-11-21,Brazil,Russia,2.0,2.0,Friendly,Rio de Janeiro,Brazil,False,1965,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1707.9776619626473,1501.1574985185296,206.82016344411772,4.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0
1965-11-21,Brazil,Hungary,5.0,3.0,Friendly,São Paulo,Brazil,False,1965,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1701.3554888760832,1581.2949061423224,120.06058273376084,3.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,-1.0,2.0
1966-04-17,Chile,Brazil,0.0,1.0,Copa Bernardo O'Higgins,Santiago,Chile,False,1966,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1383.7195303761644,1708.881030697605,-325.1615003214406,0.0,5.0,0.0,4.0,0.0,1.0,1.0,8.0,1.0,-7.0,0.0
1966-04-20,Chile,Brazil,2.0,1.0,Copa Bernardo O'Higgins,Viña del Mar,Chile,False,1966,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1379.9771130131107,1712.6234480606586,-332.64633504754784,0.0,5.0,0.0,4.0,0.0,1.0,1.0,8.0,1.0,-7.0,2.0
1966-05-14,Brazil,Wales,3.0,1.0,Friendly,Rio de Janeiro,Brazil,False,1966,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1696.2365547689028,1486.0242381141004,210.2123166548024,3.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,2.0
1966-05-15,Brazil,Chile,1.0,1.0,Friendly,São Paulo,Brazil,False,1966,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1701.2215983454735,1396.3640063048665,304.85759204060696,3.0,1.0,1.0,1.0,4.0,0.0,8.0,1.0,1.0,7.0,1.0
1966-05-18,Brazil,Wales,1.0,0.0,Friendly,Belo Horizonte,Brazil,False,1966,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1693.2935902726124,1481.0391945375297,212.25439573508265,3.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,2.0
1966-05-19,Brazil,Chile,1.0,0.0,Friendly,Rio de Janeiro,Brazil,False,1966,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1696.5845053598703,1404.2920143777276,292.2924909821427,3.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,7.0,2.0
1966-06-04,Brazil,Peru,4.0,0.0,Friendly,São Paulo,Brazil,False,1966,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1698.79474276742,1477.6444887893772,221.15025397804288,3.0,1.0,1.0,0.0,3.0,2.0,6.0,1.0,3.0,5.0,2.0
1966-06-05,Brazil,Poland,4.0,1.0,Friendly,Belo Horizonte,Brazil,False,1966,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1704.7057345531516,1515.0954903009047,189.61024425224696,4.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0
1966-06-08,Brazil,Poland,2.0,1.0,Friendly,Rio de Janeiro,Brazil,False,1966,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1711.1197203576705,1508.6815044963857,202.4382158612848,4.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0
1966-06-08,Brazil,Peru,3.0,1.0,Friendly,Rio de Janeiro,Brazil,False,1966,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1714.5689537035169,1471.7334970036457,242.8354566998712,5.0,0.0,0.0,0.0,3.0,2.0,6.0,1.0,3.0,5.0,2.0
1966-06-12,Brazil,Czechoslovakia,2.0,1.0,Friendly,Rio de Janeiro,Brazil,False,1966,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1718.82147137484,1525.1944919270702,193.62697944776983,5.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0
1966-06-12,Portugal,Norway,4.0,0.0,Friendly,Oeiras,Portugal,False,1966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1486.3218414678404,1438.420328035065,47.901513432775346,1.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0
1966-06-15,Brazil,Czechoslovakia,2.0,2.0,Friendly,Rio de Janeiro,Brazil,False,1966,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1722.4178967285407,1521.5980665733696,200.81983015517108,5.0,0.0,0.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0
1966-06-25,Scotland,Brazil,1.0,1.0,Friendly,Glasgow,Scotland,False,1966,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1520.1521976614786,1715.8938031140742,-195.74160545259565,3.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1966-06-26,Denmark,Norway,0.0,1.0,Nordic Championship,Copenhagen,Denmark,False,1966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1535.9672295772543,1425.799610106737,110.16761947051737,4.0,0.0,1.0,0.0,2.0,3.0,6.0,2.0,2.0,4.0,0.0
1966-06-29,Norway,England,1.0,6.0,Friendly,Oslo,Norway,False,1966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1440.5655202642822,1554.7925332470872,-114.22701298280504,1.0,1.0,3.0,0.0,3.0,2.0,0.0,3.0,0.0,-3.0,0.0
1966-06-30,Sweden,Brazil,2.0,3.0,Friendly,Gothenburg,Sweden,False,1966,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1508.300350102986,1712.4248198803484,-204.1244697773625,0.0,1.0,4.0,3.0,0.0,2.0,0.0,4.0,0.0,-4.0,0.0
1966-07-12,Brazil,Bulgaria,2.0,0.0,FIFA World Cup,Liverpool,England,True,1966,2.0,1.0,1.0,0.0,0.0,0.0,5.0,1718.7453956685633,1525.066866513438,193.67852915512526,3.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0
1966-07-15,Brazil,Hungary,1.0,3.0,FIFA World Cup,Liverpool,England,True,1966,2.0,1.0,1.0,0.0,2.0,0.0,5.0,1729.5320460517794,1573.7693643208006,155.76268173097878,3.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
1966-07-19,Brazil,Portugal,1.0,3.0,FIFA World Cup,Liverpool,England,True,1966,2.0,1.0,1.0,0.0,0.0,0.0,5.0,1682.3860426089132,1498.9425593961685,183.4434832127447,2.0,1.0,2.0,2.0,2.0,1.0,6.0,1.0,1.0,5.0,0.0
1966-08-14,Norway,Finland,1.0,1.0,Nordic Championship,Stavanger,Norway,False,1966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1423.0977688802209,1283.362447149659,139.73532173056196,1.0,2.0,2.0,3.0,2.0,0.0,6.0,3.0,1.0,3.0,1.0
1966-09-18,Norway,Sweden,2.0,4.0,Nordic Championship,Oslo,Norway,False,1966,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1417.7012326046738,1501.979774314771,-84.27854171009722,1.0,2.0,2.0,0.0,2.0,3.0,2.0,4.0,4.0,-2.0,0.0
1966-11-13,Bulgaria,Norway,4.0,2.0,UEFA Euro qualification,Sofia,Bulgaria,False,1966,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1514.280216130222,1403.317339982898,110.9628761473241,2.0,3.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0
1966-11-19,Germany,Norway,3.0,0.0,Friendly,Cologne,Germany,False,1966,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1585.6332961525554,1389.6242404177278,196.0090557348276,3.0,2.0,0.0,1.0,3.0,1.0,5.0,0.0,5.0,5.0,2.0
1967-06-01,Finland,Norway,0.0,2.0,Nordic Championship,Helsinki,Finland,False,1967,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1288.7589834252058,1383.4009685423796,-94.64198511717382,2.0,2.0,1.0,0.0,4.0,1.0,3.0,6.0,1.0,-3.0,0.0
1967-06-08,Norway,Portugal,1.0,2.0,UEFA Euro qualification,Oslo,Norway,False,1967,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1397.3388688578905,1547.6247705378698,-150.28590167997936,1.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.0
1967-06-25,Uruguay,Brazil,0.0,0.0,Copa Rio Branco,Montevideo,Uruguay,False,1967,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1628.416223215387,1633.7038314672118,-5.2876082518248495,3.0,2.0,0.0,2.0,2.0,1.0,4.0,5.0,1.0,-1.0,1.0
1967-06-28,Uruguay,Brazil,2.0,2.0,Copa Rio Branco,Montevideo,Uruguay,False,1967,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1626.5748947481177,1635.545159934481,-8.97026518636335,2.0,2.0,1.0,2.0,2.0,1.0,3.0,5.0,2.0,-2.0,1.0
1967-06-29,Norway,Bulgaria,0.0,0.0,UEFA Euro qualification,Oslo,Norway,False,1967,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1383.8123183052103,1527.973315695392,-144.16099739018182,1.0,4.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,-3.0,1.0
1967-07-01,Uruguay,Brazil,1.0,1.0,Copa Rio Branco,Montevideo,Uruguay,False,1967,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1624.8361643049698,1637.283890377629,-12.44772607265918,2.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,-1.0,1.0
1967-09-03,Norway,Sweden,3.0,1.0,UEFA Euro qualification,Oslo,Norway,False,1967,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1387.4920213802309,1516.363666936547,-128.87164555631603,1.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,-2.0,2.0
1967-09-19,Chile,Brazil,0.0,1.0,Friendly,Santiago,Chile,False,1967,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1402.0817769701778,1638.9253913760458,-236.84361440586804,1.0,3.0,1.0,0.0,2.0,3.0,1.0,8.0,1.0,-7.0,0.0
1967-09-24,Norway,Denmark,0.0,5.0,Nordic Championship,Oslo,Norway,False,1967,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1418.147897860335,1521.201319419709,-103.0534215593741,2.0,2.0,1.0,3.0,1.0,1.0,3.0,5.0,2.0,-2.0,0.0
1967-11-05,Sweden,Norway,5.0,2.0,UEFA Euro qualification,Solna,Sweden,False,1967,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1485.7077904564428,1400.044886153054,85.66290430338881,1.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,4.0,0.0,2.0
1967-11-12,Portugal,Norway,2.0,1.0,UEFA Euro qualification,Porto,Portugal,False,1967,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1561.15132109055,1382.2910068127135,178.86031427783655,3.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0
1968-06-09,Brazil,Uruguay,2.0,0.0,Copa Rio Branco,São Paulo,Brazil,False,1968,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1644.4612373849625,1623.194663306553,21.266574078409576,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,0.0,2.0
1968-06-09,Norway,Poland,1.0,6.0,Friendly,Oslo,Norway,False,1968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1375.5464760697846,1505.2322711505394,-129.68579508075481,1.0,3.0,1.0,3.0,2.0,0.0,1.0,4.0,2.0,-3.0,0.0
1968-06-12,Brazil,Uruguay,4.0,0.0,Copa Rio Branco,Rio de Janeiro,Brazil,False,1968,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1655.609141180195,1612.0467595113205,43.56238166887442,2.0,0.0,3.0,0.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0
1968-06-16,Germany,Brazil,2.0,1.0,Friendly,Stuttgart,Germany,False,1968,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1591.8565680279037,1668.4398513169156,-76.58328328901189,3.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,-2.0,2.0
1968-06-20,Poland,Brazil,3.0,6.0,Friendly,Warsaw,Poland,False,1968,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1521.829884935396,1658.2503918659959,-136.4205069305999,3.0,2.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,-3.0,0.0
1968-06-23,Czechoslovakia,Brazil,3.0,2.0,Friendly,Bratislava,Czechoslovakia,False,1968,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1528.122160187836,1672.4450238031163,-144.3228636152803,0.0,3.0,2.0,4.0,1.0,0.0,1.0,4.0,4.0,-3.0,2.0
1968-06-23,Denmark,Norway,5.0,1.0,Nordic Championship,Copenhagen,Denmark,False,1968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1539.3043311269903,1358.948862284928,180.35546884206224,3.0,1.0,1.0,1.0,4.0,0.0,6.0,2.0,2.0,4.0,2.0
